2195,Yes,,Apple Push Notification Service[10][151],Unofficial 
2196,Yes,,"Apple Push Notification Service, feedback service[10][151]",Unofficial 
2210,Yes,Yes,NOAAPORT Broadcast Network,Official 
2211,Yes,Yes,EMWIN,Official 
2221,Yes,,ESET anti-virus updates[152],Unofficial 
2222,Yes,Yes,EtherNet/IP implicit messaging for IO data,Official 
,?,?,DirectAdmin Access[153],Unofficial 
2222–2226,Yes,,ESET Remote administrator[152],Official 
2240,Yes,Yes,General Dynamics Remote Encryptor Configuration Information Protocol (RECIPe),Official 
2261,Yes,Yes,CoMotion master,Official 
2262,Yes,Yes,CoMotion backup,Official 
2302,,Yes,ArmA multiplayer[citation needed],Unofficial 
,,Yes,Halo: Combat Evolved multiplayer host[154],Unofficial 
2303,,Yes,ArmA multiplayer (default port for game +1)[citation needed],Unofficial 
,,Yes,Halo: Combat Evolved multiplayer listener[154],Unofficial 
2305,,Yes,ArmA multiplayer (default port for game +3)[citation needed],Unofficial 
2351,Yes,,AIM game LAN network port[citation needed],Unofficial 
2368,Yes,,Ghost (blogging platform)[155],Unofficial 
2369,Yes,,Default for BMC Control-M/Server Configuration Agent,Unofficial 
2370,Yes,,"Default for BMC Control-M/Server, to allow the Control-M/Enterprise Manager to connect to the Control-M/Server",Unofficial 
2372,Yes,,"Default for K9 Web Protection/parental controls, content filtering agent[citation needed]",Unofficial 
2375,Yes,Reserved,Docker REST API (plain),Official 
2376,Yes,Reserved,Docker REST API (SSL),Official 
2377,Yes,Reserved,Docker Swarm cluster management communications[156][self-published source],Official 
2379,Yes,Reserved,CoreOS etcd client communication,Official 
,Yes,,KGS Go Server[157],Unofficial 
2380,Yes,Reserved,CoreOS etcd server communication,Official 
2389,Assigned,Assigned,OpenView Session Mgr,Official 
2399,Yes,Yes,FileMaker Data Access Layer (ODBC/JDBC),Official 
2401,Yes,Yes,CVS version control system password-based server,Official 
2404,Yes,Yes,"IEC 60870-5-104, used to send electric power telecontrol messages between two systems via directly connected data circuits",Official 
2424,Yes,,OrientDB database listening for binary client connections[158],Unofficial 
2427,Yes,Yes,Media Gateway Control Protocol (MGCP) media gateway,Official 
2447,Yes,Yes,ovwdb—OpenView Network Node Manager (NNM) daemon,Official 
2459,Yes,Yes,XRPL,Official 
2480,Yes,,OrientDB database listening for HTTP client connections[158],Unofficial 
2483,Yes,Yes,"Oracle database listening for insecure client connections to the listener, replaces port 1521[when?]",Official 
2484,Yes,Yes,Oracle database listening for SSL client connections to the listener,Official 
2500,Yes,Yes,NetFS communication[159],Unofficial 
2501,,Yes,NetFS probe,Unofficial 
2535,Yes,Yes,Multicast Address Dynamic Client Allocation Protocol (MADCAP).[160] All standard messages are UDP datagrams.[161],Official 
2541,Yes,Yes,LonTalk/IP,Official 
2546–2548,Yes,Yes,EVault data protection services,Official 
2593,Yes,Yes,Ultima Online servers[citation needed],Unofficial 
2598,Yes,,Citrix Independent Computing Architecture (ICA) with Session Reliability; port 1494 without session reliability[125],Unofficial 
2599,Yes,Yes,Ultima Online servers[citation needed],Unofficial 
2628,Yes,Yes,DICT[162],Official 
2638,Yes,Yes,SQL Anywhere database server[163][164],Official 
2710,Yes,Yes,XBT Tracker.[165] UDP tracker extension is considered experimental.[166],Unofficial 
2727,Yes,Yes,Media Gateway Control Protocol (MGCP) media gateway controller (call agent),Official 
2775,Yes,Yes,Short Message Peer-to-Peer (SMPP)[citation needed],Official 
,,,,
2809,Yes,Yes,"corbaloc:iiop URL, per the CORBA 3.0.3 specification",Official 
2811,Yes,Yes,"gsi ftp, per the GridFTP specification",Official 
2827,Yes,,I2P BOB Bridge[167],Unofficial 
2944,Yes,Yes,Megaco text H.248,Official 
2945,Yes,Yes,Megaco binary (ASN.1) H.248,Official 
2947,Yes,Yes,"gpsd, GPS daemon",Official 
2948,Yes,Yes,WAP push Multimedia Messaging Service (MMS),Official 
2949,Yes,Yes,WAP push secure (MMS),Official 
2967,Yes,Yes,Symantec System Center agent (SSC-AGENT),Official 
3000,Yes,,Cloud9 IDE server[citation needed],Unofficial 
,Yes,,Ruby on Rails development default[168],Unofficial 
,Yes,,Meteor development default[169][failed verification],Unofficial 
,Yes,Yes,"Resilio Sync,[170] spun from BitTorrent Sync.",Unofficial 
,,Yes,Distributed Interactive Simulation (DIS)[citation needed],Unofficial 
3004,Yes,,iSync[10],Unofficial 
3020,Yes,Yes,"Common Internet File System (CIFS). See also port 445 for Server Message Block (SMB), a dialect of CIFS.",Official 
3050,Yes,Yes,gds-db (Interbase/Firebird databases),Official 
3052,Yes,Yes,APC PowerChute Network,Official 
3074,Yes,Yes,Xbox LIVE and Games for Windows – Live,Official 
3101,Yes,,BlackBerry Enterprise Server communication protocol[171],Unofficial 
3128,Yes,?,Squid caching web proxy[172],Unofficial 
3225,Yes,Yes,Fibre Channel over IP (FCIP),Official 
3233,Yes,Yes,WhiskerControl research control protocol,Official 
3260,Yes,Yes,iSCSI,Official 
3268,Yes,Yes,"msft-gc, Microsoft Global Catalog (LDAP service which contains data from Active Directory forests)",Official 
3269,Yes,Yes,"msft-gc-ssl, Microsoft Global Catalog over SSL (similar to port 3268, LDAP over SSL)",Official 
3283,Yes,Yes,"Net Assistant,[10] a predecessor to Apple Remote Desktop",Official 
,Yes,Yes,Apple Remote Desktop 2.0 or later[10],Unofficial 
3290,,Yes,Virtual Air Traffic Simulation (VATSIM) network voice communication[citation needed],Unofficial 
3305,Yes,Yes,Odette File Transfer Protocol (OFTP),Official 
3306,Yes,Assigned,MySQL database system[10],Official 
3323,Yes,Yes,DECE GEODI Server,Unofficial 
3332,,Yes,Thundercloud DataPath Overlay Control,Unofficial 
3333,Yes,,"Eggdrop, an IRC bot default port[173]",Unofficial 
,Yes,,Network Caller ID server,Unofficial 
,Yes,,CruiseControl.rb[174],Unofficial 
3351,?,?,Pervasive PSQL[134],Unofficial 
3386,Yes,Yes,GTP' 3GPP GSM/UMTS CDR logging protocol,Official 
3389,Yes,Yes,Microsoft Terminal Server (RDP) officially registered as Windows Based Terminal (WBT)[175],Official 
3396,Yes,Yes,Novell NDPS Printer Agent,Official 
3412,Yes,Yes,xmlBlaster,Official 
3423,Yes,,Xware xTrm Communication Protocol,Official 
3424,Yes,,Xware xTrm Communication Protocol over SSL,Official 
3455,Yes,Yes,Resource Reservation Protocol (RSVP),Official 
3478,Yes,Yes,"STUN, a protocol for NAT traversal[176]",Official 
,Yes,Yes,"TURN, a protocol for NAT traversal[177] (extension to STUN)",Official 
,Yes,Yes,STUN Behavior Discovery.[178] See also port 5349.,Official 
3479,Yes,Yes,PlayStation Network[179],Unofficial 
3480,Yes,Yes,PlayStation Network[179],Unofficial 
3483,,Yes,Slim Devices discovery protocol,Official 
,Yes,,Slim Devices SlimProto protocol,Official 
3493,Yes,Yes,Network UPS Tools (NUT),Official 
3503,Yes,Yes,MPLS LSP-echo Port,Official 
3516,Yes,Yes,Smartcard Port,Official 
3527,,Yes,Microsoft Message Queuing,Official 
3535,Yes,,SMTP alternate[180],Unofficial 
3544,,Yes,Teredo tunneling,Official 
3632,Yes,Assigned,"Distcc, distributed compiler[10]",Official 
3645,Yes,Yes,Cyc,Official 
3659,Yes,Yes,"Apple SASL, used by macOS Server Password Server[10]",Official 
,,Yes,Battlefield 4,Unofficial 
3667,Yes,Yes,Information Exchange,Official 
3689,Yes,Assigned,"Digital Audio Access Protocol (DAAP), used by Apple's iTunes and AirPlay[10]",Official 
3690,Yes,Yes,Subversion (SVN)[10] version control system,Official 
3702,Yes,Yes,"Web Services Dynamic Discovery (WS-Discovery), used by various components of Windows Vista and later",Official 
3724,Yes,Yes,Some Blizzard games[120],Official 
,Yes,,Club Penguin Disney online game for kids,Unofficial 
3725,Yes,Yes,Netia NA-ER Port,Official 
3749,Yes ,Yes ,CimTrak registered port ,Official 
3768,Yes,Yes,RBLcheckd server daemon,Official 
3784,,Yes,Bidirectional Forwarding Detection (BFD)for IPv4 and IPv6 (Single Hop) (RFC 5881),Official 
3785,,Yes,VoIP program used by Ventrilo,Unofficial 
3799,,Yes,RADIUS change of authorization,Official 
3804,Yes,Yes,Harman Professional HiQnet protocol,Official 
3825,Yes,,RedSeal Networks client/server connection[citation needed],Unofficial 
3826,Yes,Yes,WarMUX game server,Official 
,Yes,,RedSeal Networks client/server connection[citation needed],Unofficial 
3835,Yes,,RedSeal Networks client/server connection[citation needed],Unofficial 
3830,Yes,Yes,"System Management Agent, developed and used by Cerner to monitor and manage solutions",Official 
3856,Yes,Yes,ERP Server Application used by F10 Software,Unofficial 
3880,Yes,Yes,IGRS,Official 
3868,"Yes, and SCTP",,Diameter base protocol (RFC 3588),Official 
3872,Yes,,Oracle Enterprise Manager Remote Agent,Official 
3900,Yes,,"udt_os, IBM UniData UDT OS[181]",Official 
3960,,Yes,Warframe online interaction[citation needed],Unofficial 
3962,,Yes,Warframe online interaction[citation needed],Unofficial 
3978,Yes,Yes,OpenTTD game (masterserver and content service),Unofficial 
3978,Yes,,Palo Alto Networks' Panorama management of firewalls and log collectors & pre-PAN-OS 8.0 Panorama-to-managed devices software updates.[182],Unofficial 
3979,Yes,Yes,OpenTTD game,Unofficial 
3999,Yes,Yes,Norman distributed scanning service,Official 
4000,Yes,Yes,Diablo II game,Unofficial 
4001,Yes,,Microsoft Ants game,Unofficial 
,Yes,,CoreOS etcd client communication,Unofficial 
4018,Yes,Yes,Protocol information and warnings[clarification needed],Official 
4035,Yes,,IBM Rational Developer for System z Remote System Explorer Daemon,Unofficial 
4045,Yes,Yes,Solaris lockd NFS lock daemon/manager,Unofficial 
4050,Yes,,Mud Master Chat protocol (MMCP) - Peer-to-peer communications between MUD clients.[183],Unofficial 
4069,,Yes,Minger Email Address Verification Protocol[184],Official 
4070,Yes,Yes,Amazon Echo Dot (Amazon Alexa) streaming connection with Spotify[185],Unofficial 
4089,Yes,Yes,OpenCORE Remote Control Service,Official 
4090,Yes,Yes,Kerio,Official 
4093,Yes,Yes,PxPlus Client server interface ProvideX,Official 
4096,Yes,Yes,Ascom Timeplex Bridge Relay Element (BRE),Official 
4105,Yes,Yes,Shofar (ShofarNexus),Official 
4111,Yes,Assigned,Xgrid[10],Official 
4116,Yes,Yes,Smartcard-TLS,Official 
4125,Yes,,Microsoft Remote Web Workplace administration,Unofficial 
4172,Yes,Yes,Teradici PCoIP,Official 
4190,Yes,,ManageSieve[186],Official 
4198,Yes,Yes,Couch Potato Android app[187],Unofficial 
4201,Yes,,TinyMUD and various derivatives,Unofficial 
4222,Yes,,NATS server default port[188],Unofficial 
4226,Yes,Yes,"Aleph One, a computer game",Unofficial 
4242,Yes,,Orthanc – DICOM server[189],Unofficial 
,Yes,,Quassel distributed IRC client,Unofficial 
4243,Yes,,"Docker implementations, redistributions, and setups default[190][needs update?]",Unofficial 
,Yes,,CrashPlan,Unofficial 
4244,Yes,Yes,Viber[191],Unofficial 
4303,Yes,Yes,Simple Railroad Command Protocol (SRCP),Official 
4307,Yes,,TrueConf Client - TrueConf Server media data exchange[192],Official 
4321,Yes,,Referral Whois (RWhois) Protocol[193],Official 
4444,Yes,Yes,Oracle WebCenter Content: Content Server—Intradoc Socket port. (formerly known as Oracle Universal Content Management).,Unofficial 
,?,?,Metasploit's default listener port[194],Unofficial 
,Yes,Yes,Xvfb X server virtual frame buffer service,Unofficial 
4444–4445,Yes,,I2P HTTP/S proxy,Unofficial 
4486,Yes,Yes,Integrated Client Message Service (ICMS),Official 
4488,Yes,Assigned,"Apple Wide Area Connectivity Service, used by Back to My Mac[10]",Official 
4500,Assigned,Yes,"IPSec NAT Traversal[10] (RFC 3947, RFC 4306)",Official 
4502–4534,Yes,,Microsoft Silverlight connectable ports under non-elevated trust,Official 
4505–4506,Yes,,Salt master,Unofficial 
4534,,Yes,Armagetron Advanced server default,Unofficial 
4560,Yes,,default Log4j socketappender port,Unofficial 
4567,Yes,,Sinatra default server port in development mode (HTTP),Unofficial 
4569,,Yes,Inter-Asterisk eXchange (IAX2),Official 
4604,Yes,,Identity Registration Protocol,Official 
4605,Yes,,Direct End to End Secure Chat Protocol,Official 
4610–4640,Yes,,QualiSystems TestShell Suite Services,Unofficial 
4662,Yes,Yes,OrbitNet Message Service,Official 
,Yes,,Default for older versions of eMule[195],Unofficial 
4664,Yes,,Google Desktop Search,Unofficial 
4672,,Yes,Default for older versions of eMule[195],Unofficial 
4711,Yes,,eMule optional web interface[195],Unofficial 
4713,Yes,,PulseAudio sound server,Unofficial 
4728,Yes,,Computer Associates Desktop and Server Management (DMP)/Port Multiplexer[196],Official 
4730,Yes,Yes,Gearman's job server,Official 
4739,Yes,Yes,IP Flow Information Export,Official 
4747,Yes,,Apprentice,Unofficial 
4753,Yes,Yes,SIMON (service and discovery),Official 
4789,,Yes,Virtual eXtensible Local Area Network (VXLAN),Official 
4791,,Yes,IP Routable RocE (RoCEv2),Official 
4840,Yes,Yes,OPC UA Connection Protocol (TCP) and OPC UA Multicast Datagram Protocol (UDP) for OPC Unified Architecture from OPC Foundation,Official 
4843,Yes,Yes,OPC UA TCP Protocol over TLS/SSL for OPC Unified Architecture from OPC Foundation,Official 
4847,Yes,Yes,"Web Fresh Communication, Quadrion Software & Odorless Entertainment",Official 
4848,Yes,,"Java, Glassfish Application Server administration default",Unofficial 
4894,Yes,Yes,LysKOM Protocol A,Official 
4944,No,Yes,DrayTek DSL Status Monitoring[197],Unofficial 
4949,Yes,,Munin Resource Monitoring Tool,Official 
4950,Yes,Yes,Cylon Controls UC32 Communications Port,Official 
5000,Yes,,UPnP—Windows network device interoperability,Unofficial 
,Yes,Yes,"VTun, VPN Software",Unofficial 
,Yes,,ASP.NET Core — Development Webserver,Unofficial 
,,Yes,FlightGear multiplayer[198],Unofficial 
,Yes,,"Synology Inc. Management Console, File Station, Audio Station",Unofficial 
,Yes,,Flask Development Webserver,Unofficial 
,Yes,,Heroku console access,Unofficial 
,?,?,Docker Registry[199],Unofficial 
,Yes,,"AT&T U-verse public, educational, and government access (PEG) streaming over HTTP[200]",Unofficial 
,?,?,High-Speed SECS Message Services[citation needed],Unofficial 
,Yes,,3CX Phone System Legacy Management Console,Unofficial 
5000–5500,No,Yes,"League of Legends, a multiplayer online battle arena video game[201]",Unofficial 
5001,Yes,,Slingbox and Slingplayer,Unofficial 
,Yes,Yes,Iperf (Tool for measuring TCP and UDP bandwidth performance),Unofficial 
,Yes,,"Synology Inc. Secured Management Console, File Station, Audio Station",Unofficial 
,Yes,,"3CX Phone System Secured Management Console, Secure API",Unofficial 
5002,Yes,,ASSA ARX access control system[202],Unofficial 
5003,Yes,Assigned,FileMaker – name binding and transport[10],Official 
5004,"Yes, and DCCP",Yes,"Real-time Transport Protocol media data (RTP) (RFC 3551, RFC 4571)",Official 
5005,"Yes, and DCCP",Yes,"Real-time Transport Protocol control protocol (RTCP) (RFC 3551, RFC 4571)",Official 
5007,Yes,,Palo Alto Networks - User-ID agent,Unofficial 
5010,Yes,Yes,"Registered to: TelePath (the IBM FlowMark workflow-management system messaging platform)[203]
The TCP port is now used for: IBM WebSphere MQ Workflow",Official 
5011,Yes,Yes,TelePath (the IBM FlowMark workflow-management system messaging platform)[203],Official 
5025,Yes,Yes,scpi-raw Standard Commands for Programmable Instruments,Official 
5029,,Yes ,Sonic Robo Blast 2 and Sonic Robo Blast 2 Kart servers ,Unofficial 
5031,Yes,Yes,AVM CAPI-over-TCP (ISDN over Ethernet tunneling)[citation needed],Unofficial 
5037,Yes,,Android ADB server,Unofficial 
5044,Yes,,Standard port in Filebeats/Logstash implementation of Lumberjack protocol.,Official 
5048,Yes,,Texai Message Service,Official 
5050,Yes,,Yahoo! Messenger,Unofficial 
5051,Yes,,ita-agent Symantec Intruder Alert[204],Official 
5060,Yes,Yes,Session Initiation Protocol (SIP)[10],Official 
5061,Yes,,Session Initiation Protocol (SIP) over TLS,Official 
5062,Yes,Yes,Localisation access,Official 
5064,Yes,Yes,EPICS Channel Access server[205],Official 
5065,Assigned,Yes,EPICS Channel Access repeater beacon[205],Official 
5070,Yes,No,Binary Floor Control Protocol (BFCP)[206],Unofficial 
5084,Yes,Yes,EPCglobal Low Level Reader Protocol (LLRP),Official 
5085,Yes,Yes,EPCglobal Low Level Reader Protocol (LLRP) over TLS,Official 
5090,Yes,Yes,"3CX Phone System 3CX Tunnel Protocol, 3CX App API, 3CX Session Border Controller",Unofficial 
5093,,Yes,"SafeNet, Inc Sentinel LM, Sentinel RMS, License Manager, client-to-server",Official 
5099,Yes,Yes,"SafeNet, Inc Sentinel LM, Sentinel RMS, License Manager, server-to-server",Official 
5104,Yes,,IBM Tivoli Framework NetCOOL/Impact[207] HTTP Service,Unofficial 
5121,Yes,,Neverwinter Nights,Unofficial 
5124,Yes,Yes,TorgaNET (Micronational Darknet),Unofficial 
5125,Yes,Yes,TorgaNET (Micronational Intelligence Darknet),Unofficial 
5150,Yes,Yes,ATMP Ascend Tunnel Management Protocol[208],Official 
5151,Yes,,ESRI SDE Instance,Official 
,,Yes,ESRI SDE Remote Start,Official 
5154,Yes,Yes,BZFlag,Official 
5172,Yes,,PC over IP Endpoint Management[209],Official 
5190,Yes,Yes,AOL Instant Messenger protocol.[10] The chat app is defunct as of 15 December 2017.[210],Official 
5198,,Yes,EchoLink VoIP Amateur Radio Software (Voice),Unofficial 
5199,,Yes,EchoLink VoIP Amateur Radio Software (Voice),Unofficial 
5200,Yes,,EchoLink VoIP Amateur Radio Software (Information),Unofficial 
5201,Yes,Yes,Iperf3 (Tool for measuring TCP and UDP bandwidth performance),Unofficial 
5222,Yes,Reserved,Extensible Messaging and Presence Protocol (XMPP) client connection[10][211][212],Official 
5223,Yes,,Apple Push Notification Service[10][151],Unofficial 
,Yes,,Extensible Messaging and Presence Protocol (XMPP) client connection over SSL,Unofficial 
5228,Yes,,HP Virtual Room Service,Official 
,Yes,,"Google Play, Android Cloud to Device Messaging Service, Google Cloud Messaging",Unofficial 
5242,Yes,Yes,Viber[191],Unofficial 
5243,Yes,Yes,Viber[191],Unofficial 
5246,,Yes,Control And Provisioning of Wireless Access Points (CAPWAP) CAPWAP control[213],Official 
5247,,Yes,Control And Provisioning of Wireless Access Points (CAPWAP) CAPWAP data[213],Official 
5269,Yes,,Extensible Messaging and Presence Protocol (XMPP) server-to-server connection[10][211][212],Official 
5280,Yes,,Extensible Messaging and Presence Protocol (XMPP)[214],Official 
5281,Yes,,Extensible Messaging and Presence Protocol (XMPP)[215],Unofficial 
5298,Yes,Yes,Extensible Messaging and Presence Protocol (XMPP)[216],Official 
5310,Assigned,Yes,"Outlaws, a 1997 first-person shooter video game[citation needed]",Official 
5318,Yes,Reserved,Certificate Management over CMS[217],Official 
5349,Yes/No,Yes/No,"STUN over TLS/DTLS, a protocol for NAT traversal[176]",Official 
,Yes/No,Yes/No,"TURN over TLS/DTLS, a protocol for NAT traversal[177]",Official 
,Yes,Reserved,STUN Behavior Discovery over TLS.[178] See also port 3478.,Official 
5351,Reserved,Yes,NAT Port Mapping Protocol and Port Control Protocol—client-requested configuration for connections through network address translators and firewalls,Official 
5353,Assigned,Yes,Multicast DNS (mDNS)[10],Official 
5355,Yes,Yes,"Link-Local Multicast Name Resolution (LLMNR), allows hosts to perform name resolution for hosts on the same local link (only provided by Windows Vista and Server 2008)",Official 
5357,Yes,Yes,"Web Services for Devices (WSDAPI) (only provided by Windows Vista, Windows 7 and Server 2008)",Unofficial 
5358,Yes,Yes,"WSDAPI Applications to Use a Secure Channel (only provided by Windows Vista, Windows 7 and Server 2008)",Unofficial 
5394,,Yes,"Kega Fusion, a Sega multi-console emulator[218][219]",Unofficial 
5402,Yes,Yes,Multicast File Transfer Protocol (MFTP)[220][importance?],Official 
5405,Yes,Yes,NetSupport Manager,Official 
5412,Yes,Yes,IBM Rational Synergy (Telelogic Synergy) (Continuus CM) Message Router,Official 
5413,Yes,Yes,Wonderware SuiteLink service,Official 
5417,Yes,Yes,SNS Agent,Official 
5421,Yes,Yes,NetSupport Manager,Official 
5432,Yes,Assigned,PostgreSQL[10] database system,Official 
5433,Yes,,Bouwsoft file/webserver[221],Unofficial 
5445,,Yes,Cisco Unified Video Advantage[citation needed],Unofficial 
5480,Yes,,VMware VAMI (Virtual Appliance Management Infrastructure)—used for initial setup of various administration settings on Virtual Appliances designed using the VAMI architecture.,Unofficial 
5481,Yes,,Schneider Electric's ClearSCADA (SCADA implementation for Windows) — used for client-to-server communication.[222],Unofficial 
5495,Yes,,IBM Cognos TM1 Admin server,Unofficial 
5498,Yes,,Hotline tracker server connection,Unofficial 
5499,,Yes,Hotline tracker server discovery,Unofficial 
5500,Yes,,Hotline control connection,Unofficial 
,Yes,,VNC Remote Frame Buffer RFB protocol—for incoming listening viewer,Unofficial 
5501,Yes,,Hotline file transfer connection,Unofficial 
5517,Yes,,Setiqueue Proxy server client for SETI@Home project,Unofficial 
5550,Yes,,Hewlett-Packard Data Protector[citation needed],Unofficial 
5554,Yes,Yes,Fastboot default wireless port,Unofficial 
5555,Yes,Yes,Oracle WebCenter Content: Inbound Refinery—Intradoc Socket port. (formerly known as Oracle Universal Content Management). Port though often changed during installation,Unofficial 
,Yes,,"Freeciv versions up to 2.0, Hewlett-Packard Data Protector, McAfee EndPoint Encryption Database Server, SAP, Default for Microsoft Dynamics CRM 4.0, Softether VPN default port",Unofficial 
5556,Yes,Yes,"Freeciv, Oracle WebLogic Server Node Manager[223]",Official 
5568,Yes,Yes,"Session Data Transport (SDT), a part of Architecture for Control Networks (ACN)[224][full citation needed]",Official 
5601,Yes,,Kibana[citation needed],Unofficial 
5631,Yes,,"pcANYWHEREdata, Symantec pcAnywhere (version 7.52 and later[225])[226] data",Official 
5632,,Yes,"pcANYWHEREstat, Symantec pcAnywhere (version 7.52 and later) status",Official 
5656,Yes,,IBM Lotus Sametime p2p file transfer,Unofficial 
5666,Yes,,NRPE (Nagios),Unofficial 
5667,Yes,,NSCA (Nagios),Unofficial 
5670,Yes,,FILEMQ ZeroMQ File Message Queuing Protocol,Official 
,,Yes,ZRE-DISC ZeroMQ Realtime Exchange Protocol (Discovery),Official 
5671,Yes,Assigned,Advanced Message Queuing Protocol (AMQP)[227] over TLS,Official 
5672,"Yes, and SCTP",Assigned,Advanced Message Queuing Protocol (AMQP)[227],Official 
5683,Yes,Yes,Constrained Application Protocol (CoAP),Official 
5684,Yes/No,Yes,Constrained Application Protocol Secure (CoAPs),Official 
5693,Yes,,Nagios Cross Platform Agent (NCPA)[228],Unofficial 
5701,Yes,,Hazelcast default communication port[229],Unofficial 
5722,Yes,Yes,"Microsoft RPC, DFSR (SYSVOL) Replication Service[citation needed]",Official 
5718,Yes,,Microsoft DPM Data Channel (with the agent coordinator),Unofficial 
5719,Yes,,Microsoft DPM Data Channel (with the protection agent),Unofficial 
5723,Yes,,System Center Operations Manager[230],Unofficial 
5724,Yes,,Operations Manager Console,Unofficial 
5741,Yes,Yes,IDA Discover Port 1,Official 
5742,Yes,Yes,IDA Discover Port 2,Official 
5800,Yes,,VNC Remote Frame Buffer RFB protocol over HTTP,Unofficial 
,Yes,,ProjectWise Server[231],Unofficial 
5900,Yes,Yes,Remote Frame Buffer protocol (RFB),Official 
,Yes,,Virtual Network Computing (VNC) Remote Frame Buffer RFB protocol[10][232],Unofficial 
5905,Yes,,"Windows service ""C:\Program Files\Intel\Intel(R) Online Connect Access\IntelTechnologyAccessService.exe"" that listens on 127.0.0.1",Unofficial 
5931,Yes,Yes,AMMYY admin Remote Control,Official 
5938,Yes,Yes,TeamViewer remote desktop protocol[233],Unofficial 
5984,Yes,Yes,CouchDB database server,Official 
5985,Yes,,Windows PowerShell Default psSession Port[234] Windows Remote Management Service (WinRM-HTTP)[235],Official 
5986,Yes,,Windows PowerShell Default psSession Port[234] Windows Remote Management Service (WinRM-HTTPS)[235],Official 
5988–5989,Yes,,CIM-XML (DMTF Protocol)[236],Official 
6000–6063,Yes,Yes,X11—used between an X client and server over the network,Official 
6005,Yes,,Default for BMC Software Control-M/Server—Socket used for communication between Control-M processes—though often changed during installation,Unofficial 
,Yes,,Default for Camfrog chat & cam client,Unofficial 
6009,Yes,,JD Edwards EnterpriseOne ERP system JDENet messaging client listener,Unofficial 
6050,Yes,,Arcserve backup,Unofficial 
6051,Yes,,Arcserve backup,Unofficial 
6086,Yes,,"Peer Distributed Transfer Protocol (PDTP), FTP like file server in a P2P network",Official 
6100,Yes,,Vizrt System,Unofficial 
,Yes,,Ventrilo authentication for version 3,Unofficial 
6101,Yes,,Backup Exec Agent Browser[citation needed],Unofficial 
6110,Yes,Yes,"softcm, HP Softbench CM",Official 
6111,Yes,Yes,"spc, HP Softbench Sub-Process Control",Official 
6112,Yes,Yes,"dtspcd, execute commands and launch applications remotely",Official 
,Yes,Yes,"Blizzard's Battle.net gaming service and some games,[120] ArenaNet gaming service, Relic gaming service",Unofficial 
,Yes,,Club Penguin Disney online game for kids,Unofficial 
6113,Yes,,"Club Penguin Disney online game for kids, Used by some Blizzard games[120]",Unofficial 
6136,Yes,,ObjectDB database server[237],Unofficial 
6159,Yes,,ARINC 840 EFB Application Control Interface,Official 
6200,Yes,,Oracle WebCenter Content Portable: Content Server (With Native UI) and Inbound Refinery,Unofficial 
6201,Assigned,Assigned,Thermo-Calc Software AB: Management of service nodes in a processing grid for thermodynamic calculations,Official 
,Yes,,Oracle WebCenter Content Portable: Admin,Unofficial 
6225,Yes,,Oracle WebCenter Content Portable: Content Server Web UI,Unofficial 
6227,Yes,,Oracle WebCenter Content Portable: JavaDB,Unofficial 
6240,Yes,,Oracle WebCenter Content Portable: Capture,Unofficial 
6244,Yes,Yes,Oracle WebCenter Content Portable: Content Server—Intradoc Socket port,Unofficial 
6255,Yes,Yes,Oracle WebCenter Content Portable: Inbound Refinery—Intradoc Socket port,Unofficial 
6257,,Yes,WinMX (see also 6699),Unofficial 
6260,Yes,Yes,planet M.U.L.E.,Unofficial 
6262,Yes,,Sybase Advantage Database Server,Unofficial 
6343,,Yes,"SFlow, sFlow traffic monitoring",Official 
6346,Yes,Yes,"gnutella-svc, gnutella (FrostWire, Limewire, Shareaza, etc.)",Official 
6347,Yes,Yes,"gnutella-rtr, Gnutella alternate",Official 
6350,Yes,Yes,App Discovery and Access Protocol,Official 
6379,Yes,,Redis key-value data store,Official 
6389,Yes,,EMC CLARiiON,Unofficial 
6432,Yes,,PgBouncer—A connection pooler for PostgreSQL,Official 
6436,Yes,,Leap Motion Websocket Server TLS,Unofficial 
6437,Yes,,Leap Motion Websocket Server,Unofficial 
6444,Yes,Yes,Sun Grid Engine Qmaster Service,Official 
6445,Yes,Yes,Sun Grid Engine Execution Service,Official 
6463–6472,Yes,,Discord RPC[238],Unofficial 
6464,Yes,Yes,Port assignment for medical device communication in accordance to IEEE 11073-20701,Official 
6502,Yes,Yes,Netop Remote Control,Unofficial 
6513,Yes,,NETCONF over TLS,Official 
6514,Yes,,Syslog over TLS[239],Official 
6515,Yes,Yes,Elipse RPC Protocol (REC),Official 
6516,,,Windows Admin Center,Unofficial 
6543,Yes,,Pylons project#Pyramid Default Pylons Pyramid web service port,Unofficial 
6556,Yes,,Check MK Agent,Unofficial 
6566,Yes,,SANE (Scanner Access Now Easy)—SANE network scanner daemon[240],Official 
6560–6561,Yes,,Speech-Dispatcher daemon[citation needed],Unofficial 
6571,,,Windows Live FolderShare client,Unofficial 
6600,Yes,,Microsoft Hyper-V Live,Official 
,Yes,,Music Player Daemon (MPD),Unofficial 
6601,Yes,,Microsoft Forefront Threat Management Gateway,Official 
6602,Yes,,Microsoft Windows WSS Communication,Official 
6619,Yes,Yes,"odette-ftps, Odette File Transfer Protocol (OFTP) over TLS/SSL",Official 
6622,Yes,Yes,Multicast FTP,Official 
6653,Yes,Assigned,OpenFlow[citation needed],Official 
